id,user_id,status,created_at,solved_at
99,431,sent,10/6/2021,10/6/2021
100,446,sent,10/12/2021,10/12/2021
101,588,sent,10/15/2021,10/15/2021
102,36,sent,9/30/2021,9/30/2021
103,920,sent,9/25/2021,9/25/2021
104,10,sent,10/7/2021,10/7/2021
105,730,sent,10/3/2021,10/4/2021
106,505,sent,10/4/2021,10/5/2021
107,613,sent,10/16/2021,10/16/2021
108,713,sent,9/17/2021,9/17/2021
109,751,sent,9/19/2021,9/19/2021
110,665,sent,9/23/2021,9/23/2021
111,218,sent,9/20/2021,9/22/2021
112,622,sent,9/22/2021,9/22/2021
113,855,sent,10/1/2021,10/2/2021
114,368,sent,10/3/2021,10/4/2021
115,450,sent,9/30/2021,9/30/2021
116,584,sent,10/13/2021,10/14/2021
117,779,sent,10/16/2021,10/16/2021
118,572,sent,9/25/2021,9/27/2021
119,777,sent,10/6/2021,10/6/2021
120,551,sent,10/2/2021,10/2/2021
121,110,sent,10/11/2021,10/13/2021
122,219,sent,10/9/2021,10/9/2021
123,875,sent,9/29/2021,10/1/2021
124,671,sent,10/8/2021,10/8/2021
125,307,sent,9/23/2021,9/23/2021
126,194,sent,10/11/2021,10/14/2021
127,970,sent,10/8/2021,10/8/2021
128,534,sent,10/10/2021,10/10/2021
129,568,sent,10/13/2021,10/13/2021
130,757,sent,9/16/2021,9/16/2021
131,866,sent,9/23/2021,9/23/2021
132,571,sent,9/30/2021,9/30/2021
133,199,sent,9/25/2021,9/25/2021
134,777,sent,9/23/2021,9/25/2021
135,440,sent,9/23/2021,9/25/2021
136,804,sent,9/20/2021,9/20/2021
137,610,sent,10/1/2021,10/1/2021
138,216,sent,9/21/2021,9/22/2021
139,548,sent,9/16/2021,9/17/2021
140,154,sent,10/12/2021,10/12/2021
141,34,sent,10/6/2021,10/7/2021
142,340,sent,10/9/2021,10/11/2021
143,693,sent,10/4/2021,10/4/2021
144,735,sent,9/20/2021,9/20/2021
145,442,sent,10/16/2021,10/16/2021
146,677,sent,9/20/2021,9/20/2021
147,120,sent,10/5/2021,10/5/2021
148,658,sent,10/14/2021,10/16/2021
149,677,sent,10/8/2021,10/8/2021
150,127,sent,9/23/2021,9/24/2021
151,654,sent,10/12/2021,10/12/2021
152,490,sent,9/29/2021,9/29/2021
153,361,sent,10/13/2021,10/16/2021
154,655,sent,10/12/2021,10/13/2021
155,277,sent,9/16/2021,9/17/2021
156,507,sent,10/1/2021,10/4/2021
157,325,sent,10/9/2021,10/10/2021
158,798,sent,9/19/2021,9/19/2021
159,306,sent,9/30/2021,9/30/2021
160,684,sent,9/21/2021,9/21/2021
161,757,sent,9/22/2021,9/22/2021
162,731,sent,10/6/2021,10/7/2021
163,963,sent,9/26/2021,9/29/2021
164,226,sent,10/3/2021,10/3/2021
165,88,sent,9/24/2021,9/25/2021
166,336,sent,9/21/2021,9/22/2021
167,956,sent,9/16/2021,9/16/2021
168,16,sent,10/11/2021,10/12/2021
169,174,sent,10/11/2021,10/13/2021
170,19,sent,10/8/2021,10/9/2021
171,220,sent,10/9/2021,10/10/2021
172,974,sent,10/8/2021,10/8/2021
173,783,sent,9/18/2021,9/18/2021
174,732,sent,9/25/2021,9/26/2021
175,48,sent,9/19/2021,9/20/2021
176,999,sent,9/19/2021,9/20/2021
177,640,sent,10/14/2021,10/16/2021
178,877,sent,10/9/2021,10/10/2021
179,836,sent,9/18/2021,9/18/2021
180,432,sent,9/25/2021,9/25/2021
181,739,sent,9/26/2021,9/26/2021
182,211,sent,9/30/2021,10/1/2021
183,728,sent,10/16/2021,10/16/2021
184,457,sent,9/22/2021,9/24/2021
185,337,sent,9/28/2021,9/30/2021
186,988,sent,9/26/2021,9/27/2021
187,676,sent,9/22/2021,9/24/2021
188,852,sent,9/16/2021,9/16/2021
189,115,sent,9/18/2021,9/21/2021
190,494,sent,10/2/2021,10/2/2021
191,646,sent,9/17/2021,9/17/2021
192,751,sent,10/4/2021,10/7/2021
193,898,sent,9/17/2021,9/19/2021
194,251,sent,9/22/2021,9/24/2021
195,977,sent,10/3/2021,10/4/2021
196,361,sent,9/28/2021,9/28/2021
197,955,sent,9/24/2021,9/27/2021
198,230,sent,10/9/2021,10/9/2021
199,188,sent,9/25/2021,9/26/2021
200,657,sent,9/28/2021,9/28/2021
201,509,sent,10/4/2021,10/4/2021
202,607,sent,9/30/2021,10/1/2021
203,722,sent,9/26/2021,9/28/2021
204,724,sent,9/21/2021,9/22/2021
205,993,sent,10/11/2021,10/12/2021
206,927,sent,9/28/2021,9/28/2021
207,505,sent,10/2/2021,10/4/2021
208,843,sent,10/11/2021,10/11/2021
209,912,sent,9/25/2021,9/25/2021
210,526,sent,10/14/2021,10/15/2021
211,589,sent,9/19/2021,9/20/2021
212,847,sent,9/17/2021,9/17/2021
213,294,sent,9/21/2021,9/23/2021
214,6,sent,10/13/2021,10/13/2021
215,456,sent,9/27/2021,9/27/2021
216,551,sent,10/15/2021,10/15/2021
217,797,sent,9/21/2021,9/23/2021
218,800,sent,10/5/2021,10/5/2021
219,630,sent,9/24/2021,9/24/2021
220,358,sent,10/14/2021,10/14/2021
221,359,sent,10/5/2021,10/5/2021
222,467,sent,10/2/2021,10/2/2021
223,292,sent,10/2/2021,10/2/2021
224,836,sent,10/15/2021,10/16/2021
225,507,sent,9/26/2021,9/27/2021
226,778,sent,10/2/2021,10/3/2021
227,240,sent,9/25/2021,9/27/2021
228,155,sent,10/15/2021,10/15/2021
229,326,sent,10/3/2021,10/4/2021
230,974,sent,10/5/2021,10/8/2021
231,685,sent,10/11/2021,10/11/2021
232,554,sent,9/26/2021,9/26/2021
233,728,sent,9/17/2021,9/17/2021
234,398,sent,10/2/2021,10/2/2021
235,183,sent,9/24/2021,9/25/2021
236,513,sent,10/7/2021,10/8/2021
237,904,sent,10/11/2021,10/12/2021
238,879,sent,10/12/2021,10/12/2021
239,169,sent,9/29/2021,10/1/2021
240,904,sent,9/25/2021,9/27/2021
241,783,sent,10/9/2021,10/10/2021
242,543,sent,9/28/2021,9/28/2021
243,705,sent,10/12/2021,10/12/2021
244,380,sent,10/5/2021,10/7/2021
245,484,sent,10/15/2021,10/17/2021
246,952,sent,9/30/2021,9/30/2021
247,477,sent,10/4/2021,10/4/2021
248,786,sent,10/14/2021,10/14/2021
249,514,sent,9/23/2021,9/24/2021
250,513,sent,9/21/2021,9/21/2021
251,859,sent,9/23/2021,9/23/2021
252,953,sent,9/17/2021,9/18/2021
253,174,sent,10/8/2021,10/8/2021
254,586,sent,9/26/2021,9/29/2021
255,115,sent,10/8/2021,10/8/2021
256,962,sent,9/26/2021,9/26/2021
257,978,sent,10/13/2021,10/13/2021
258,202,sent,10/11/2021,10/12/2021
259,445,sent,9/28/2021,9/28/2021
260,490,sent,9/17/2021,9/17/2021
261,854,sent,9/24/2021,9/24/2021
262,860,sent,10/4/2021,10/4/2021
263,777,sent,10/8/2021,10/8/2021
264,72,sent,9/28/2021,9/28/2021
265,578,sent,10/12/2021,10/13/2021
266,609,sent,10/2/2021,10/4/2021
267,172,sent,10/3/2021,10/4/2021
268,238,sent,10/12/2021,10/15/2021
269,220,sent,10/5/2021,10/5/2021
270,595,sent,10/1/2021,10/2/2021
271,585,sent,9/30/2021,9/30/2021
272,641,sent,10/3/2021,10/3/2021
273,10,sent,10/14/2021,10/14/2021
274,7,sent,9/25/2021,9/27/2021
275,7,sent,9/18/2021,9/19/2021
276,221,sent,10/2/2021,10/3/2021
277,839,sent,9/19/2021,9/19/2021
278,595,sent,9/24/2021,9/25/2021
279,646,sent,9/20/2021,9/22/2021
280,897,sent,9/27/2021,9/27/2021
281,452,sent,10/13/2021,10/13/2021
282,767,sent,9/22/2021,9/22/2021
283,94,sent,10/13/2021,10/13/2021
284,332,sent,10/8/2021,10/8/2021
285,98,sent,10/13/2021,10/13/2021
286,863,sent,9/26/2021,9/28/2021
287,48,sent,9/29/2021,9/30/2021
288,476,sent,9/20/2021,9/20/2021
289,22,sent,10/4/2021,10/5/2021
290,847,sent,10/13/2021,10/13/2021
291,41,sent,10/4/2021,10/5/2021
292,199,sent,10/8/2021,10/8/2021
293,51,sent,10/6/2021,10/6/2021
294,767,sent,9/27/2021,9/28/2021
295,571,sent,10/14/2021,10/14/2021
296,710,sent,9/29/2021,9/30/2021
297,861,sent,9/30/2021,10/1/2021
298,10,sent,10/8/2021,10/8/2021
299,140,sent,10/13/2021,10/14/2021
300,751,sent,9/17/2021,9/17/2021
301,108,sent,9/28/2021,9/29/2021
302,939,sent,10/1/2021,10/1/2021
303,789,sent,9/20/2021,9/21/2021
304,119,sent,10/5/2021,10/8/2021
305,625,sent,10/15/2021,10/18/2021
306,552,sent,10/13/2021,10/14/2021
307,336,sent,9/25/2021,9/26/2021
308,569,sent,10/10/2021,10/11/2021
309,9,sent,9/20/2021,9/20/2021
310,290,sent,10/1/2021,10/2/2021
311,536,sent,9/18/2021,9/18/2021
312,513,sent,10/2/2021,10/3/2021
313,311,sent,10/2/2021,10/2/2021
314,307,sent,10/10/2021,10/11/2021
315,875,sent,9/27/2021,9/27/2021
316,988,sent,9/16/2021,9/19/2021
317,834,sent,9/26/2021,9/26/2021
318,593,sent,9/26/2021,9/27/2021
319,205,sent,10/5/2021,10/5/2021
320,995,sent,10/4/2021,10/5/2021
321,756,sent,10/1/2021,10/1/2021
322,886,sent,10/15/2021,10/17/2021
323,615,sent,9/23/2021,9/25/2021
324,383,sent,9/24/2021,9/25/2021
325,441,sent,10/7/2021,10/8/2021
326,713,sent,10/10/2021,10/10/2021
327,641,sent,9/26/2021,9/26/2021
328,882,sent,10/3/2021,10/3/2021
329,281,sent,10/12/2021,10/12/2021
330,927,sent,10/7/2021,10/9/2021
331,702,sent,9/25/2021,9/25/2021
332,719,sent,10/8/2021,10/8/2021
333,354,sent,9/25/2021,9/27/2021
334,365,sent,9/17/2021,9/19/2021
335,976,sent,9/22/2021,9/22/2021
336,467,sent,10/9/2021,10/10/2021
337,561,sent,10/1/2021,10/1/2021
338,947,sent,9/28/2021,9/28/2021
339,454,sent,10/6/2021,10/8/2021
340,113,sent,10/15/2021,10/16/2021
341,268,sent,9/24/2021,9/25/2021
342,670,sent,9/24/2021,9/25/2021
343,428,sent,9/21/2021,9/21/2021
344,994,sent,10/7/2021,10/7/2021
345,433,sent,9/19/2021,9/21/2021
346,53,sent,9/26/2021,9/27/2021
347,341,sent,10/15/2021,10/16/2021
348,600,sent,10/9/2021,10/9/2021
349,402,sent,10/8/2021,10/9/2021
350,105,sent,10/11/2021,10/11/2021
351,501,sent,10/11/2021,10/13/2021
352,247,sent,9/17/2021,9/19/2021
353,68,sent,9/26/2021,9/29/2021
354,319,sent,10/14/2021,10/14/2021
355,52,sent,9/30/2021,9/30/2021
356,494,sent,9/23/2021,9/24/2021
357,861,sent,9/23/2021,9/23/2021
358,981,sent,9/24/2021,9/24/2021
359,402,sent,10/12/2021,10/12/2021
360,388,sent,10/13/2021,10/16/2021
361,652,sent,9/22/2021,9/22/2021
362,734,sent,10/14/2021,10/15/2021
363,513,sent,9/30/2021,9/30/2021
364,893,sent,10/6/2021,10/8/2021
365,607,sent,10/9/2021,10/9/2021
366,145,sent,10/9/2021,10/10/2021
367,309,sent,9/18/2021,9/18/2021
368,635,sent,10/10/2021,10/11/2021
369,839,sent,9/18/2021,9/18/2021
370,663,sent,9/20/2021,9/20/2021
371,851,sent,10/6/2021,10/6/2021
372,669,sent,9/21/2021,9/21/2021
373,179,sent,10/4/2021,10/4/2021
374,951,sent,10/5/2021,10/5/2021
375,541,sent,9/25/2021,9/27/2021
376,106,sent,10/1/2021,10/1/2021
377,723,sent,10/14/2021,10/17/2021
378,659,sent,10/12/2021,10/12/2021
379,663,sent,9/29/2021,9/29/2021
380,172,sent,9/18/2021,9/18/2021
381,302,sent,9/22/2021,9/24/2021
382,471,sent,10/6/2021,10/6/2021
383,343,sent,10/3/2021,10/3/2021
384,39,sent,10/8/2021,10/9/2021
385,592,sent,10/4/2021,10/5/2021
386,159,sent,9/16/2021,9/16/2021
387,902,sent,9/22/2021,9/24/2021
388,982,sent,9/28/2021,9/29/2021
389,220,sent,9/17/2021,9/18/2021
390,910,sent,9/20/2021,9/21/2021
391,710,sent,10/13/2021,10/14/2021
392,96,sent,9/19/2021,9/20/2021
393,69,sent,10/16/2021,10/18/2021
394,642,sent,10/8/2021,10/10/2021
395,12,sent,9/24/2021,9/24/2021
396,936,sent,10/7/2021,10/8/2021
397,704,sent,10/4/2021,10/4/2021
398,838,sent,9/18/2021,9/18/2021
399,250,sent,10/10/2021,10/12/2021
400,619,sent,10/8/2021,10/10/2021
401,600,sent,10/11/2021,10/11/2021
402,768,sent,9/16/2021,9/16/2021
403,411,sent,10/2/2021,10/4/2021
404,677,sent,9/29/2021,10/1/2021
405,831,sent,10/11/2021,10/11/2021
406,885,sent,10/4/2021,10/5/2021
407,289,sent,9/30/2021,9/30/2021
408,302,sent,9/18/2021,9/20/2021
409,913,sent,10/8/2021,10/9/2021
410,634,sent,10/2/2021,10/2/2021
411,6,sent,9/28/2021,9/29/2021
412,118,sent,9/20/2021,9/22/2021
413,216,sent,10/10/2021,10/11/2021
414,137,sent,9/24/2021,9/24/2021
415,601,sent,10/16/2021,10/17/2021
416,613,sent,10/3/2021,10/5/2021
417,118,sent,10/14/2021,10/14/2021
418,462,sent,9/30/2021,10/1/2021
419,95,sent,10/16/2021,10/19/2021
420,471,sent,10/6/2021,10/6/2021
421,872,sent,9/30/2021,9/30/2021
422,256,sent,9/27/2021,9/29/2021
423,527,sent,9/27/2021,9/28/2021
424,745,sent,9/18/2021,9/18/2021
425,387,sent,10/4/2021,10/6/2021
426,104,sent,10/6/2021,10/6/2021
427,3,sent,9/19/2021,9/22/2021
428,597,sent,9/22/2021,9/22/2021
429,650,sent,10/4/2021,10/6/2021
430,218,sent,10/9/2021,10/9/2021
431,854,sent,9/27/2021,9/28/2021
432,281,sent,9/30/2021,10/2/2021
433,92,sent,9/23/2021,9/23/2021
434,623,sent,10/16/2021,10/16/2021
435,878,sent,10/3/2021,10/3/2021
436,209,sent,10/8/2021,10/8/2021
437,938,sent,10/14/2021,10/16/2021
438,673,sent,10/2/2021,10/4/2021
439,156,sent,9/25/2021,9/26/2021
440,411,sent,9/29/2021,10/1/2021
441,846,sent,10/6/2021,10/7/2021
442,217,sent,10/10/2021,10/10/2021
443,147,sent,9/18/2021,9/19/2021
444,670,sent,9/29/2021,9/29/2021
445,612,sent,10/1/2021,10/1/2021
446,416,sent,9/25/2021,9/26/2021
447,802,sent,10/2/2021,10/4/2021
448,696,sent,9/21/2021,9/22/2021
449,10,sent,10/12/2021,10/13/2021
450,746,sent,9/25/2021,9/26/2021
451,469,sent,10/11/2021,10/11/2021
452,273,sent,10/8/2021,10/8/2021
453,318,sent,9/26/2021,9/28/2021
454,812,sent,10/1/2021,10/1/2021
455,343,sent,10/9/2021,10/10/2021
456,125,sent,10/13/2021,10/13/2021
457,667,sent,9/19/2021,9/20/2021
458,811,sent,9/28/2021,9/28/2021
459,382,sent,10/9/2021,10/11/2021
460,390,sent,9/19/2021,9/19/2021
461,150,sent,10/15/2021,10/16/2021
462,978,sent,10/3/2021,10/5/2021
463,605,sent,10/9/2021,10/10/2021
464,296,sent,9/20/2021,9/20/2021
465,846,sent,9/21/2021,9/22/2021
466,961,sent,9/25/2021,9/26/2021
467,475,sent,9/24/2021,9/25/2021
468,901,sent,10/6/2021,10/7/2021
469,787,sent,10/13/2021,10/15/2021
470,756,sent,10/10/2021,10/10/2021
471,705,sent,9/17/2021,9/18/2021
472,329,sent,10/15/2021,10/15/2021
473,787,sent,10/16/2021,10/16/2021
474,495,sent,9/30/2021,9/30/2021
475,67,sent,9/19/2021,9/21/2021
476,565,sent,10/13/2021,10/13/2021
477,653,sent,9/30/2021,10/1/2021
478,734,sent,10/14/2021,10/14/2021
479,295,sent,9/28/2021,9/30/2021
480,670,sent,10/7/2021,10/9/2021
481,469,sent,9/19/2021,9/19/2021
482,467,sent,9/29/2021,9/29/2021
483,407,sent,9/16/2021,9/19/2021
484,718,sent,9/21/2021,9/21/2021
485,765,sent,10/4/2021,10/5/2021
486,174,sent,10/1/2021,10/2/2021
487,594,sent,10/9/2021,10/9/2021
488,859,sent,10/3/2021,10/3/2021
489,826,sent,9/22/2021,9/23/2021
490,893,sent,10/1/2021,10/2/2021
491,312,sent,10/7/2021,10/7/2021
492,175,sent,10/5/2021,10/5/2021
493,814,sent,10/15/2021,10/15/2021
494,352,sent,10/6/2021,10/6/2021
495,474,sent,10/10/2021,10/11/2021
496,50,sent,10/10/2021,10/11/2021
497,717,sent,10/5/2021,10/6/2021
498,416,sent,10/14/2021,10/14/2021
499,648,sent,9/22/2021,9/23/2021
500,148,sent,9/20/2021,9/20/2021
501,213,sent,9/21/2021,9/24/2021
502,961,sent,9/22/2021,9/23/2021
503,259,sent,10/4/2021,10/4/2021
504,206,sent,9/22/2021,9/22/2021
505,457,sent,9/26/2021,9/28/2021
506,549,sent,10/16/2021,10/16/2021
507,453,sent,9/22/2021,9/23/2021
508,817,sent,10/9/2021,10/10/2021
509,824,sent,9/18/2021,9/18/2021
510,101,sent,9/25/2021,9/25/2021
511,788,sent,10/10/2021,10/11/2021
512,796,sent,10/14/2021,10/17/2021
513,700,sent,10/3/2021,10/5/2021
514,384,sent,10/5/2021,10/6/2021
515,317,sent,10/5/2021,10/7/2021
516,359,sent,9/28/2021,9/29/2021
517,586,sent,10/12/2021,10/12/2021
518,42,sent,9/28/2021,9/28/2021
519,732,sent,9/28/2021,9/28/2021
520,60,sent,10/1/2021,10/2/2021
521,194,sent,10/12/2021,10/13/2021
522,878,sent,9/20/2021,9/20/2021
523,250,sent,9/24/2021,9/26/2021
524,905,sent,9/23/2021,9/24/2021
525,567,sent,9/19/2021,9/20/2021
526,663,sent,9/19/2021,9/22/2021
527,574,sent,10/13/2021,10/13/2021
528,708,sent,10/2/2021,10/3/2021
529,859,sent,9/28/2021,9/30/2021
530,998,sent,10/3/2021,10/6/2021
531,823,sent,10/13/2021,10/13/2021
532,520,sent,10/6/2021,10/6/2021
533,337,sent,10/3/2021,10/4/2021
534,690,sent,10/8/2021,10/9/2021
535,853,sent,9/22/2021,9/23/2021
536,132,sent,10/4/2021,10/4/2021
537,638,sent,10/11/2021,10/12/2021
538,257,sent,9/28/2021,9/28/2021
539,200,sent,10/1/2021,10/2/2021
540,852,sent,9/24/2021,9/25/2021
541,519,sent,10/10/2021,10/10/2021
542,247,sent,10/3/2021,10/4/2021
543,578,sent,10/5/2021,10/8/2021
544,933,sent,10/1/2021,10/4/2021
545,232,sent,10/13/2021,10/14/2021
546,553,sent,9/28/2021,9/28/2021
547,62,sent,9/21/2021,9/21/2021
548,490,sent,9/27/2021,9/29/2021
549,89,sent,10/6/2021,10/7/2021
550,451,sent,9/30/2021,10/1/2021
551,886,sent,10/7/2021,10/8/2021
552,525,sent,10/13/2021,10/14/2021
553,121,sent,9/29/2021,9/30/2021
554,559,sent,10/1/2021,10/1/2021
555,942,sent,10/3/2021,10/4/2021
556,658,sent,10/12/2021,10/12/2021
557,890,sent,9/22/2021,9/22/2021
558,976,sent,10/11/2021,10/12/2021
559,153,sent,9/23/2021,9/25/2021
560,802,sent,9/28/2021,9/30/2021
561,222,sent,9/18/2021,9/19/2021
562,298,sent,10/8/2021,10/8/2021
563,12,sent,10/1/2021,10/2/2021
564,238,sent,9/21/2021,9/21/2021
565,682,sent,10/14/2021,10/17/2021
566,77,sent,9/22/2021,9/23/2021
567,735,sent,10/11/2021,10/12/2021
568,467,sent,10/6/2021,10/7/2021
569,36,sent,9/17/2021,9/20/2021
570,316,sent,10/10/2021,10/10/2021
571,742,sent,9/19/2021,9/19/2021
572,883,sent,9/29/2021,9/30/2021
573,253,sent,9/21/2021,9/22/2021
574,368,sent,10/4/2021,10/5/2021
575,674,sent,9/23/2021,9/26/2021
576,41,sent,10/10/2021,10/10/2021
577,46,sent,10/5/2021,10/7/2021
578,226,sent,10/1/2021,10/3/2021
579,490,sent,10/7/2021,10/7/2021
580,479,sent,10/1/2021,10/2/2021
581,764,sent,9/27/2021,9/30/2021
582,530,sent,10/15/2021,10/16/2021
583,456,sent,9/30/2021,9/30/2021
584,448,sent,10/4/2021,10/7/2021
585,234,sent,9/30/2021,9/30/2021
586,216,sent,10/3/2021,10/5/2021
587,199,sent,10/10/2021,10/10/2021
588,718,sent,10/11/2021,10/12/2021
589,739,sent,10/1/2021,10/1/2021
590,947,sent,9/21/2021,9/21/2021
591,288,sent,10/16/2021,10/16/2021
592,320,sent,10/5/2021,10/5/2021
593,690,sent,9/27/2021,9/27/2021
594,189,sent,10/8/2021,10/8/2021
595,650,sent,10/12/2021,10/12/2021
596,531,sent,10/11/2021,10/12/2021
597,398,sent,9/20/2021,9/22/2021
598,375,sent,10/6/2021,10/7/2021
599,766,sent,9/19/2021,9/20/2021
600,809,sent,9/19/2021,9/20/2021
601,529,sent,10/14/2021,10/15/2021
602,30,sent,9/19/2021,9/19/2021
603,145,sent,10/16/2021,10/16/2021
604,986,sent,10/13/2021,10/14/2021
605,127,sent,10/9/2021,10/10/2021
606,534,sent,9/30/2021,10/1/2021
607,924,sent,10/6/2021,10/7/2021
608,894,sent,9/28/2021,9/29/2021
609,15,sent,9/19/2021,9/20/2021
610,971,sent,9/19/2021,9/19/2021
611,231,sent,10/13/2021,10/13/2021
612,982,sent,9/30/2021,9/30/2021
613,250,sent,9/21/2021,9/21/2021
614,230,sent,10/12/2021,10/13/2021
615,691,sent,9/24/2021,9/24/2021
616,479,sent,10/3/2021,10/3/2021
617,464,sent,9/29/2021,10/1/2021
618,115,sent,10/13/2021,10/13/2021
619,199,sent,9/22/2021,9/23/2021
620,691,sent,10/2/2021,10/3/2021
621,370,sent,9/26/2021,9/28/2021
622,624,sent,10/5/2021,10/6/2021
623,627,sent,9/20/2021,9/22/2021
624,938,sent,10/6/2021,10/6/2021
625,55,sent,10/14/2021,10/14/2021
626,942,sent,9/29/2021,9/29/2021
627,902,sent,9/23/2021,9/26/2021
628,270,sent,9/28/2021,9/29/2021
629,867,sent,9/27/2021,9/27/2021
630,800,sent,9/21/2021,9/21/2021
631,704,sent,10/4/2021,10/6/2021
632,216,sent,9/23/2021,9/24/2021
633,601,sent,9/20/2021,9/20/2021
634,804,sent,10/3/2021,10/3/2021
635,765,sent,10/11/2021,10/11/2021
636,809,sent,10/2/2021,10/3/2021
637,859,sent,10/8/2021,10/8/2021
638,77,sent,9/21/2021,9/23/2021
639,53,sent,10/14/2021,10/14/2021
640,42,sent,10/3/2021,10/3/2021
641,224,sent,10/12/2021,10/12/2021
642,350,sent,9/23/2021,9/24/2021
643,549,sent,9/16/2021,9/16/2021
644,989,sent,10/14/2021,10/14/2021
645,583,sent,9/20/2021,9/21/2021
646,915,sent,10/16/2021,10/16/2021
647,529,sent,9/16/2021,9/17/2021
648,910,sent,9/16/2021,9/17/2021
649,349,sent,10/15/2021,10/18/2021
650,197,sent,9/18/2021,9/19/2021
651,462,sent,10/5/2021,10/6/2021
652,5,sent,10/6/2021,10/6/2021
653,203,sent,9/24/2021,9/24/2021
654,864,sent,10/4/2021,10/4/2021
655,854,sent,9/30/2021,10/1/2021
656,629,sent,9/19/2021,9/20/2021
657,709,sent,9/22/2021,9/22/2021
658,404,sent,10/11/2021,10/13/2021
659,281,sent,9/25/2021,9/25/2021
660,127,sent,10/3/2021,10/3/2021
661,293,sent,9/24/2021,9/24/2021
662,586,sent,10/1/2021,10/3/2021
663,12,sent,9/24/2021,9/25/2021
664,528,sent,9/23/2021,9/23/2021
